"Year","Quarter ID","Quarter","Month ID","Month","Day","Time ID","Time","Nation ID","Nation","State ID","State","Municipality ID","Municipality","Accum Cases","Daily Cases","AVG 7 Days Accum Cases","AVG 7 Days Daily Cases","Rate Daily Cases","Rate Accum Cases","Days from 50 Cases","Style"
2020,2,"Q2",4,"2020-04",2,20200402,"2020-04-02","mex","México",19,"Nuevo León",19039,"Monterrey",33,1,30,1.5714285373687744,0.08890192955732346,2.9337635040283203,0,"solid"
2020,2,"Q2",4,"2020-04",2,20200402,"2020-04-02","mex","México",19,"Nuevo León",19046,"San Nicolás de los Garza",8,0,7.714285850524902,0.4285714328289032,0,1.6871834993362427,0,"solid"
2020,2,"Q2",4,"2020-04",3,20200403,"2020-04-03","mex","México",19,"Nuevo León",19006,"Apodaca",3,0,2.2857143878936768,0.1428571492433548,0,0.45063042640686035,0,"solid"
2020,2,"Q2",4,"2020-04",3,20200403,"2020-04-03","mex","México",19,"Nuevo León",19021,"General Escobedo",3,0,3,0,0,0.6433281302452087,0,"solid"
2020,2,"Q2",4,"2020-04",3,20200403,"2020-04-03","mex","México",19,"Nuevo León",19026,"Guadalupe",11,0,9.571428298950195,0.2857142984867096,0,1.548395037651062,0,"solid"
2020,2,"Q2",4,"2020-04",3,20200403,"2020-04-03","mex","México",19,"Nuevo León",19039,"Monterrey",34,1,31.14285659790039,1.1428571939468384,0.08890192955732346,3.022665500640869,0,"solid"
2020,2,"Q2",4,"2020-04",3,20200403,"2020-04-03","mex","México",19,"Nuevo León",19046,"San Nicolás de los Garza",8,0,7.857142925262451,0.1428571492433548,0,1.6871834993362427,0,"solid"
2020,2,"Q2",4,"2020-04",4,20200404,"2020-04-04","mex","México",19,"Nuevo León",19006,"Apodaca",3,0,2.4285714626312256,0.1428571492433548,0,0.45063042640686035,0,"solid"
2020,2,"Q2",4,"2020-04",4,20200404,"2020-04-04","mex","México",19,"Nuevo León",19021,"General Escobedo",3,0,3,0,0,0.6433281302452087,0,"solid"
2020,2,"Q2",4,"2020-04",4,20200404,"2020-04-04","mex","México",19,"Nuevo León",19026,"Guadalupe",12,1,10,0.4285714328289032,0.14076319336891174,1.689158320426941,0,"solid"
2020,2,"Q2",4,"2020-04",4,20200404,"2020-04-04","mex","México",19,"Nuevo León",19039,"Monterrey",34,0,32.14285659790039,1,0,3.022665500640869,0,"solid"
2020,2,"Q2",4,"2020-04",4,20200404,"2020-04-04","mex","México",19,"Nuevo León",19046,"San Nicolás de los Garza",8,0,8,0.1428571492433548,0,1.6871834993362427,0,"solid"
2020,2,"Q2",4,"2020-04",5,20200405,"2020-04-05","mex","México",19,"Nuevo León",19006,"Apodaca",3,0,2.5714285373687744,0.1428571492433548,0,0.45063042640686035,0,"solid"
2020,2,"Q2",4,"2020-04",5,20200405,"2020-04-05","mex","México",19,"Nuevo León",19021,"General Escobedo",4,1,3.142857074737549,0.1428571492433548,0.21444271504878998,0.8577708601951599,0,"solid"
2020,2,"Q2",4,"2020-04",5,20200405,"2020-04-05","mex","México",19,"Nuevo León",19026,"Guadalupe",12,0,10.428571701049805,0.4285714328289032,0,1.689158320426941,0,"solid"
2020,2,"Q2",4,"2020-04",5,20200405,"2020-04-05","mex","México",19,"Nuevo León",19039,"Monterrey",34,0,33,0.8571428656578064,0,3.022665500640869,0,"solid"
2020,2,"Q2",4,"2020-04",5,20200405,"2020-04-05","mex","México",19,"Nuevo León",19046,"San Nicolás de los Garza",8,0,8,0,0,1.6871834993362427,0,"solid"
2020,2,"Q2",4,"2020-04",6,20200406,"2020-04-06","mex","México",19,"Nuevo León",19006,"Apodaca",4,1,2.857142925262451,0.2857142984867096,0.15021014213562012,0.6008405685424805,0,"solid"
2020,2,"Q2",4,"2020-04",6,20200406,"2020-04-06","mex","México",19,"Nuevo León",19021,"General Escobedo",5,1,3.4285714626312256,0.2857142984867096,0.21444271504878998,1.0722135305404663,0,"solid"
2020,2,"Q2",4,"2020-04",6,20200406,"2020-04-06","mex","México",19,"Nuevo León",19026,"Guadalupe",15,3,11.285714149475098,0.8571428656578064,0.42228958010673523,2.111447811126709,0,"solid"
2020,2,"Q2",4,"2020-04",6,20200406,"2020-04-06","mex","México",19,"Nuevo León",19039,"Monterrey",37,3,33.71428680419922,0.7142857313156128,0.26670578122138977,3.2893712520599365,0,"solid"
2020,2,"Q2",4,"2020-04",6,20200406,"2020-04-06","mex","México",19,"Nuevo León",19046,"San Nicolás de los Garza",8,0,8,0,0,1.6871834993362427,0,"solid"
2020,2,"Q2",4,"2020-04",7,20200407,"2020-04-07","mex","México",19,"Nuevo León",19006,"Apodaca",4,0,3.142857074737549,0.2857142984867096,0,0.6008405685424805,0,"solid"
2020,2,"Q2",4,"2020-04",7,20200407,"2020-04-07","mex","México",19,"Nuevo León",19021,"General Escobedo",6,1,3.857142925262451,0.4285714328289032,0.21444271504878998,1.2866562604904175,0,"solid"
2020,2,"Q2",4,"2020-04",7,20200407,"2020-04-07","mex","México",19,"Nuevo León",19026,"Guadalupe",17,2,12.428571701049805,1.1428571939468384,0.2815263867378235,2.3929741382598877,0,"solid"
2020,2,"Q2",4,"2020-04",7,20200407,"2020-04-07","mex","México",19,"Nuevo León",19039,"Monterrey",39,2,34.71428680419922,1,0.1778038591146469,3.467175245285034,0,"solid"
2020,2,"Q2",4,"2020-04",7,20200407,"2020-04-07","mex","México",19,"Nuevo León",19046,"San Nicolás de los Garza",9,1,8.142857551574707,0.1428571492433548,0.21089793741703033,1.8980814218521118,0,"solid"
2020,2,"Q2",4,"2020-04",8,20200408,"2020-04-08","mex","México",19,"Nuevo León",19006,"Apodaca",4,0,3.4285714626312256,0.2857142984867096,0,0.6008405685424805,0,"solid"
2020,2,"Q2",4,"2020-04",8,20200408,"2020-04-08","mex","México",19,"Nuevo León",19021,"General Escobedo",6,0,4.285714149475098,0.4285714328289032,0,1.2866562604904175,0,"solid"
2020,2,"Q2",4,"2020-04",8,20200408,"2020-04-08","mex","México",19,"Nuevo León",19026,"Guadalupe",18,1,13.714285850524902,1.2857142686843872,0.14076319336891174,2.5337374210357666,0,"solid"
2020,2,"Q2",4,"2020-04",8,20200408,"2020-04-08","mex","México",19,"Nuevo León",19039,"Monterrey",43,4,36.28571319580078,1.5714285373687744,0.3556077182292938,3.8227829933166504,0,"solid"
2020,2,"Q2",4,"2020-04",8,20200408,"2020-04-08","mex","México",19,"Nuevo León",19046,"San Nicolás de los Garza",9,0,8.285714149475098,0.1428571492433548,0,1.8980814218521118,0,"solid"
2020,2,"Q2",4,"2020-04",9,20200409,"2020-04-09","mex","México",19,"Nuevo León",19006,"Apodaca",4,0,3.5714285373687744,0.1428571492433548,0,0.6008405685424805,0,"solid"
